Platform,Handle,Content_Type,Title_Caption,URL,Content_ID,Upload_Date,Views,Likes,Tournament,Accreditation_Status,Content_Format,Featured_Entities,Featured_On_Portfolio
YouTube,@spinandswing26,Short,Aakash Chopra Socha he nhi tha | Guess the Cricketer,https://www.youtube.com/shorts/zW_8u_jJwtE,zW_8u_jJwtE,,458,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Reality of 2011 World Cup |  Episode 1,https://www.youtube.com/watch?v=avRAe4ClYi4,avRAe4ClYi4,,454,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Mohammad Amir 💀,https://www.youtube.com/shorts/w4guh4dGL0k,w4guh4dGL0k,,453,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Unbeaten India 🥹🇮🇳,https://www.youtube.com/shorts/Il24QbQDDRs,Il24QbQDDRs,,448,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,GT vs RR | LAST OVER MATCH - VLOG 27 ,https://www.youtube.com/watch?v=Fp1iLJiGnXk,Fp1iLJiGnXk,,446,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,When did Ms dhoni debut ?,https://www.youtube.com/shorts/aQxnZuoUsio,aQxnZuoUsio,,446,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 players to hit maximum sixes in 2023 Ipl | Pt -2,https://www.youtube.com/shorts/5Or4naLq-hs,5Or4naLq-hs,,444,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2022,https://www.youtube.com/shorts/2vIEPTcravU,2vIEPTcravU,,444,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Bowler According to Current Icc Ranking | Pt 2,https://www.youtube.com/shorts/Ub_I3ahp5XI,Ub_I3ahp5XI,,444,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Wicket Takers in Ipl 2019 | Pt 2,https://www.youtube.com/shorts/LqA0XXziVho,LqA0XXziVho,,443,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Aur ye bolti hai ki mai loyal nahi 😔💔,https://www.youtube.com/shorts/h1FVyevxVmE,h1FVyevxVmE,,442,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs New Zealand Final !!,https://www.youtube.com/shorts/9OtRzt1j_3k,9OtRzt1j_3k,,441,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Wicket Takers in Ipl 2019,https://www.youtube.com/shorts/KfxFRTCn-yQ,KfxFRTCn-yQ,,440,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,New zealand ka bowler hai,https://www.youtube.com/shorts/PRP09PjoIyE,PRP09PjoIyE,,437,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Shyad Option ki jarurat nahi hogi,https://www.youtube.com/shorts/Zr9DHI6gMRw,Zr9DHI6gMRw,,436,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Seriously 250 ??,https://www.youtube.com/shorts/uBiwtl1AC9Q,uBiwtl1AC9Q,,431,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rashid Khan International Wickets,https://www.youtube.com/shorts/W109YtkGDfA,W109YtkGDfA,,430,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Jos Buttler score in 2022 Ipl,https://www.youtube.com/shorts/PJXX-zuv9ls,PJXX-zuv9ls,,429,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bye Bye Australia  | Ind vs Aus,https://www.youtube.com/shorts/N5bs4jzhvz8,N5bs4jzhvz8,,428,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2015 | Pt 2,https://www.youtube.com/shorts/Szi_jFvzA2s,Szi_jFvzA2s,,427,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 highest run scorer in odi | Pt -2,https://www.youtube.com/shorts/xAvUihKaXoQ,xAvUihKaXoQ,,425,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Hardik Bhai vs Zampa Koi kaise bhul sakta hai,https://www.youtube.com/shorts/J8BHX0aeAI0,J8BHX0aeAI0,,425,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Maine socha he nahi tha,https://www.youtube.com/shorts/YTd9YLV5oeg,YTd9YLV5oeg,,422,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,EXPERIENCING MY FIRST TEST MATCH IN STADIUM | INDIA VS WEST INDIES 1ST TEST | DAY 1 | VLOG 13,https://www.youtube.com/watch?v=FFs69U2Gm9o,FFs69U2Gm9o,,421,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2018 | Pt 2,https://www.youtube.com/shorts/OmtjnoK57WU,OmtjnoK57WU,,421,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,When did these players debut,https://www.youtube.com/shorts/PZxkfUkotQM,PZxkfUkotQM,,420,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 highest run scorer in odi,https://www.youtube.com/shorts/qpE5c3pXibk,qpE5c3pXibk,,420,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Wicket Takers in Ipl 2016 | Pt 2,https://www.youtube.com/shorts/mx-HLlcxBzQ,mx-HLlcxBzQ,,420,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2017,https://www.youtube.com/shorts/JEVH2TwUKSs,JEVH2TwUKSs,,419,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Rcb Breaks 17 Year Curse | Rcb vs Csk - IPL 2025,https://www.youtube.com/watch?v=p0PSj4NOnag,p0PSj4NOnag,,414,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Royal Challengers Bengaluru (RCB), Chennai Super Kings (CSK)",No
YouTube,@spinandswing26,Short,Numbers of international wickets taken by these players,https://www.youtube.com/shorts/O77YiWTsPrY,O77YiWTsPrY,,411,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2022 | Pt 2,https://www.youtube.com/shorts/KwcOjfk_rhA,KwcOjfk_rhA,,408,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Video,Reality of Indian Media | Episode 1,https://www.youtube.com/watch?v=rxXZlZMQia0,rxXZlZMQia0,2025-02-21,407,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,"IPL Preview Part 1 | GT , RCB , RR , SRH , MI – IPL 2026 | Spin & Swing ",https://www.youtube.com/watch?v=tebTASb2Hc8,tebTASb2Hc8,,394,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Gujarat Titans (GT), Mumbai Indians (MI), Royal Challengers Bengaluru (RCB), Sunrisers Hyderabad (SRH)",No
YouTube,@spinandswing26,Short,MI VS KKR ROAST | IPL 2024,https://www.youtube.com/shorts/5-sBNxUKPvY,5-sBNxUKPvY,,392,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Mumbai Indians (MI), Kolkata Knight Riders (KKR)",No
YouTube,@spinandswing26,Video,We are World Champions !! | India vs South Africa Final,https://www.youtube.com/watch?v=IwFYRRHbSGI,IwFYRRHbSGI,,384,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Season Choker Rajasthan | Rr vs Lsg | Gt vs Dc - Spin & Swing,https://www.youtube.com/watch?v=Xp6jl-sPNPA,Xp6jl-sPNPA,,381,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Video,Last Over match | Mi vs Gt - IPL 2025 | Spin & Swing,https://www.youtube.com/watch?v=WytEtfWcRzE,WytEtfWcRzE,,379,0,IPL 2026,Independent Fan Coverage,Match Analysis & Tactics,"Gujarat Titans (GT), Mumbai Indians (MI)",No
YouTube,@spinandswing26,Video,MOST EXPENSIVE PLAYER IN IPL HISTORY | MEGA AUCTION 2025,https://www.youtube.com/watch?v=EMS_7pAI9W8,EMS_7pAI9W8,,379,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,Cheating karna aana chahiye 😂 #exam,https://www.youtube.com/shorts/j_UXrxGkUSc,j_UXrxGkUSc,2025-01-09,374,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Royal challengers bengaluru ❤️🔥,https://www.youtube.com/shorts/lnaEfUY73Io,lnaEfUY73Io,,366,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,YOUTUBE REWIND 2023,https://www.youtube.com/watch?v=1lGDQkNaQcM,1lGDQkNaQcM,,353,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Video,FAREWELL VLOG 2023,https://www.youtube.com/watch?v=PSDVqXHYjE4,PSDVqXHYjE4,,347,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@spinandswing26,Video,Disappointing Season for Csk | Csk vs Srh - IPL 2025 | Spin & Swing,https://www.youtube.com/watch?v=065ScOEvwXI,065ScOEvwXI,,346,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Sunrisers Hyderabad (SRH), Chennai Super Kings (CSK)",No
YouTube,@abhishekunseen26,Video,Har Din Ek Jung | Documentary | Abhishek Pandey,https://www.youtube.com/watch?v=AGbOxWaBhQo,AGbOxWaBhQo,,340,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Gaye sare paiseee 😭,https://www.youtube.com/shorts/H9yLKetwE5I,H9yLKetwE5I,2025-08-09,334,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,Ishan Kishan Century | Dhoni Stumping| RR vs SRH | CSK vs MI,https://www.youtube.com/watch?v=22cp2CZLvdY,22cp2CZLvdY,,332,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Mumbai Indians (MI), Sunrisers Hyderabad (SRH), Chennai Super Kings (CSK)",No
YouTube,@spinandswing26,Video,Rohit Sharma took revenge from Australia | Ind vs Aus,https://www.youtube.com/watch?v=Wm4EVOK1U-I,Wm4EVOK1U-I,,323,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Humari team bhut strong hai !!,https://www.youtube.com/shorts/OdSk1z4Kuak,OdSk1z4Kuak,,319,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,HOW MUCH MONEY I EARN FROM YOUTUBE ? | Q&A VIDEO ,https://www.youtube.com/watch?v=vaMFqDatFXQ,vaMFqDatFXQ,,316,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Last tak bata diyaaa !!,https://www.youtube.com/shorts/IZBsEzRpP38,IZBsEzRpP38,,310,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,Happy Rakshabandhan 😭😭,https://www.youtube.com/shorts/6aJOXOpWMqs,6aJOXOpWMqs,2025-08-09,307,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,KKR SILENCED CUMMINS 👀🔥 | IPL 2024 FINAL,https://www.youtube.com/watch?v=jG9Qa6VKbEc,jG9Qa6VKbEc,,299,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Mumbai Indians (MI), Kolkata Knight Riders (KKR)",No
YouTube,@spinandswing26,Short,Feeling sad for Holder !!,https://www.youtube.com/shorts/Z_Syguh4xYU,Z_Syguh4xYU,,291,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,Ye to abhi suruwat hai !!,https://www.youtube.com/shorts/64q2od4vj8c,64q2od4vj8c,2025-05-29,287,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,INDIA VS NAMIBIA : ISHAN  SHOW - VLOG 21,https://www.youtube.com/watch?v=E-t0tEl5ajY,E-t0tEl5ajY,,284,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,Mumbai Indians (MI),No
YouTube,@spinandswing26,Video,INDIA VS NEW ZEALAND 1ST ODI - PUBLIC REACTION ,https://www.youtube.com/watch?v=0kiF8HrvyYA,0kiF8HrvyYA,,283,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Video,Siraj vs Head | India vs Australia - Bgt 2024,https://www.youtube.com/watch?v=iHxpx4w6JRw,iHxpx4w6JRw,,273,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Daddy of pakistan 🗿,https://www.youtube.com/shorts/mZ0hNxWkOPY,mZ0hNxWkOPY,,267,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess their International Centuries,https://www.youtube.com/shorts/EuCZJl9dm9o,EuCZJl9dm9o,,265,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,That one hawabaz friend,https://www.youtube.com/shorts/uLn_Y51SNvc,uLn_Y51SNvc,2025-02-26,263,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,Punjabi aa gaye oyeee | Pbks vs Mi - IPL 2025 | Spin & Swing,https://www.youtube.com/watch?v=bq4VYSbziEs,bq4VYSbziEs,,259,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@abhishekunseen26,Video,I Support Samay and Ranveer | India's Got Latent,https://www.youtube.com/watch?v=XD96RODRBQs,XD96RODRBQs,,259,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Video,SISTER WEDDING VLOG | VLOG 18 ,https://www.youtube.com/watch?v=HKIH5SB_tdY,HKIH5SB_tdY,,258,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Video,Abhishek Is Next Yuvraj Singh | India vs England T20 series | Spin & swing,https://www.youtube.com/watch?v=DzHwc_6f9bk,DzHwc_6f9bk,,254,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,BROTHER'S  ENGAGEMENT  | VLOG 19  ,https://www.youtube.com/watch?v=1Xs6LJeXCrE,1Xs6LJeXCrE,,250,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Video,VIRAT KOHLI VS KKR | IPL 2024,https://www.youtube.com/watch?v=DVlSQHnJCjg,DVlSQHnJCjg,,248,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Kolkata Knight Riders (KKR),No
YouTube,@abhishekunseen26,Video,I Spent 24 Hours in Train | Lucknow to Mumbai ,https://www.youtube.com/watch?v=l6dZTwspqTg,l6dZTwspqTg,,246,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Yuuuu ka hove h 🤡🥱,https://www.youtube.com/shorts/wYZcWuAnXyQ,wYZcWuAnXyQ,,246,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Video,This Train Journey Turned Into a Nightmare 💔,https://www.youtube.com/watch?v=bEwKiLsjEBg,bEwKiLsjEBg,,243,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,India Afghanistan Bhai Bhai | Afg vs ban,https://www.youtube.com/shorts/-ZVP_G0L1JQ,-ZVP_G0L1JQ,,236,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Unstoppable Mumbai Indian | RR vs MI - IPL 2025 | Spin & Swing,https://www.youtube.com/watch?v=IvXttuEFRK4,IvXttuEFRK4,,234,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@abhishekunseen26,Video,I Faced the Dark Side of Noida | My Flat Story,https://www.youtube.com/watch?v=PiphiyToc2w,PiphiyToc2w,,233,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Arshdeep Back in Punjab Kings,https://www.youtube.com/shorts/CpeMp3hmnwM,CpeMp3hmnwM,,229,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Video,Mehndi vlog - Abhishek Pandey,https://www.youtube.com/watch?v=WLca64eHRVs,WLca64eHRVs,,226,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Kya karu bhai 😭😭 | Navratari,https://www.youtube.com/shorts/bdNprZqQyYQ,bdNprZqQyYQ,,225,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Mehndi vlog,https://www.youtube.com/shorts/nsMR-naYq6U,nsMR-naYq6U,,225,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@spinandswing26,Video,India Seven wickets away from win | Gill 161 | Ind vs Eng | 2nd Test - Day 4 | Spin & Swing,https://www.youtube.com/watch?v=ZLDdRQiJmbc,ZLDdRQiJmbc,,219,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,Ab kya karu mai tum he batao ?,https://www.youtube.com/shorts/QcNrbs-uZfw,QcNrbs-uZfw,,218,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Arjun Kapoor Gucchha 😭 #arjunkapoor #arjunkapoormeme,https://www.youtube.com/shorts/j5o8dx-HJx0,j5o8dx-HJx0,,217,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Guess the Player,https://www.youtube.com/shorts/ahL7SLQKozI,ahL7SLQKozI,,216,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@abhishekunseen26,Video,Shaadi vlog | Abhishek Extra,https://www.youtube.com/watch?v=lCaUH0Fl2G8,lCaUH0Fl2G8,,216,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@spinandswing26,Video,GT vs MI MATCH DAY - WE LOST !! | VLOG 31,https://www.youtube.com/watch?v=A0OAsmSwhDg,A0OAsmSwhDg,,215,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,"Gujarat Titans (GT), Mumbai Indians (MI)",No
YouTube,@spinandswing26,Video,MITCHELL STARC ₹24.75 CR 😳😳 | IPL AUCTION 2023,https://www.youtube.com/watch?v=gPmj-vlLg5w,gPmj-vlLg5w,,211,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Kung Fu Pandya 🗿🇮🇳,https://www.youtube.com/shorts/-3oUXHUI1M4,-3oUXHUI1M4,,211,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,India's First Victory in T20 World Cup  | T20 World Cup 2024,https://www.youtube.com/watch?v=8e3in11m9_I,8e3in11m9_I,,209,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,THE WILL JACKS SHOW 🔥 | RCB VS GT 2024,https://www.youtube.com/watch?v=3_Ay5OePIBk,3_Ay5OePIBk,,209,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Gujarat Titans (GT), Royal Challengers Bengaluru (RCB)",No
YouTube,@spinandswing26,Video,Akashdeep & Bumrah Saved Follow On | Ind vs Aus,https://www.youtube.com/watch?v=0wlPociCecY,0wlPociCecY,,201,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Mohammad Siraj Six Wickets haul | Dsp vs England | Day 3 Second test | Spin & Swing,https://www.youtube.com/watch?v=uDugTLsN5Zk,uDugTLsN5Zk,,200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Short,माँ 💗🥹,https://www.youtube.com/shorts/RoMOY4QJpPY,RoMOY4QJpPY,,199,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Gambhir vs Vicky | Who has more followers ?,https://www.youtube.com/shorts/xWkTEowMkIU,xWkTEowMkIU,,198,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,Dc crushed Lsg in Lucknow | Lsg vs Dc - IPL 2025 | Spin & Swing,https://www.youtube.com/watch?v=P98MIpGLVzs,P98MIpGLVzs,,193,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2018,https://www.youtube.com/shorts/9BhDvpbkglQ,9BhDvpbkglQ,,193,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,INDIA VS NETHERLAND - VLOG 22 ,https://www.youtube.com/watch?v=p9vvQksLCHk,p9vvQksLCHk,,192,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@abhishekunseen26,Video,My first flight experience | Vlog 27,https://www.youtube.com/watch?v=iyuBz_bG-2s,iyuBz_bG-2s,,192,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Masti nahi rukni chahiye,https://www.youtube.com/shorts/U0TJqw9_vaY,U0TJqw9_vaY,,192,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Laxmi Nagar 🥲🥲,https://www.youtube.com/shorts/JBhq5kDfHv8,JBhq5kDfHv8,,192,0,IPL 2026,Creator Studio / Personal,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Video,India all out on 46 | India vs New Zealand Day -2,https://www.youtube.com/watch?v=C8mjvHmxTMc,C8mjvHmxTMc,,191,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,WE ARE WORLD CHAMPIONS 🇮🇳 | IND VS NZ - VLOG 25,https://www.youtube.com/watch?v=WizQwmSPtdI,WizQwmSPtdI,,190,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Video,INDIA VS SOUTH AFRICA T20 WORLD CUP | VLOG 24 ,https://www.youtube.com/watch?v=5W8FJrjXXOw,5W8FJrjXXOw,,189,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@abhishekunseen26,Video,Haldi Vlog - Abhishek Pandey,https://www.youtube.com/watch?v=UJLFm4EmgzU,UJLFm4EmgzU,,186,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@spinandswing26,Video,Absolute cinema : Gill vs Crawley | Ind vs Eng 3rd test - Day 3 | Spin & Swing ,https://www.youtube.com/watch?v=bg0oypoVufE,bg0oypoVufE,,183,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Video,I Became Doctor for 1 Hours | Abhishek Pandey,https://www.youtube.com/watch?v=TpysKNeTXpE,TpysKNeTXpE,,182,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
